unique ID,query_text,category
4464,Draw an electron dot structure of methanol. (Without showing the circles) ,academic_servable
4465,Can you shed some light on upsc capf ac paper i,general
4466," Given, total central angle =360° Angle corresponding to car =90° Fraction of children travelling by car =90°360°=14 Hence, the required answer is 14. ",academic_non_servable
4467,The Awakened Fate Ultimatum,junk
4468,"Look at the underlined part of each sentence. Below each sentence, three possible situations for the underlined part are given. If one of them (a), (b), or (c) is better than the underlined part, indicate your response on the Answer Sheet against the corresponding letter (a), (b), or (c). If one of the substitutions improves the sentence, indicate (d) as your response on the Answer Sheet. Thus, the ""No improvement"" response will be signified by the letter (d).",academic_non_servable
4469,Lack of specifycity ka matalab kya hai,conversational
4470,Plant Growth And Development Test - 1,general
4471,In against,conversational
4472,Subscribe to my channel !﻿,junk
4473,"In each of the following questions, two statements are given, followed by two/four conclusion I, II, III and IV. You have to consider the statements to be true even if it seems to be at variance from commonly known facts. You have to decide which of the given conclusions, if any follow from the given statement.",academic_non_servable
4474,energy and its types,general
4475,"Seeking more information about whorealicious,",junk
4476,Number Order up to 99,academic_servable
4477,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,junk
4478,Kathgarh,general
4479," The least number that is divisible by 8,15 and 21=L.C.M of 8,15, 21. Find the L.C.M by prime factorization, 28,15,2124,15,2122,15,2131,15,2151,5,771,1,71,1,1 L.C.M =2×2×2×3×5×7 =840 Now, after dividing 110000 by 840, we get remainder as 800. The number nearest to 110000 but greater than 100000, which is exactly divisible by 8, 15 and 21 is 110000 - 800=109200 ",academic_non_servable
4480,Insectivorous Plants Test - 1,general
4481,iron ore and its distribution,academic_servable
4482,this song sucks﻿,conversational
4483,Wild ARMs XF,junk
4484,All done? All handed in? Celebrations in full swing yet?,junk
4485,Super Monkey Ball: Step & Roll,junk
4486,"If one object is dropped vertically downward and another object is thrown horizontally from the same height, then the ratio of vertical distance covered by both objects at any instant t is",academic_servable
4487,I could hear this for years ;3﻿,conversational
4488," Given, To write the given number 813 in words. We know that, We need to identify the place value of the number and then write the same in words. So, write in place value table: Hundreds Tens Ones 8 1 3 So, we will write the expanded form to get more understanding → 800 + 10 + 3=813 Therefore, in words we write it as Eight hundred and thirteen. Hence, the required answer is hundred. ",academic_non_servable
4489," It is given that, AC=4.2 cm, DC=6 cm and BC=10 cm. In ∆ABC,AD is the bisector of ∠A, meeting side BC at D. We have to find AB. Since AD is bisector of ∠A, So, ACAB=DCBD Then, 4.2AB=64 ⇒6AB=4.2×4 ⇒AB=4.2×46=16.86=2.8 cm So, AB=2.8 cm. Hence, x=2.8 is the required answer. ",academic_non_servable
4490,Chutiye sale,junk
4491,introduction to solid state,academic_servable
4492,10. In an A.P. 17 th term is 7 more than its 10 th term. Find the common difference.,academic_servable
4493,7. If the moment of inertia of a disc about an axis which is along its diameter is / then the moment of inertia about the axis passing through its centre and perpendicular to plane is [NCERT Pg. 165] (1) 1 (2) 1 / 2 (3) 21 (4) / / 4 ,academic_servable
4494,tnfusrc,general
4495,Ok lor... But buy wat?,junk
4496,Data Sufficiency Test - 2 (Mathematics),general
4497,cunnilingus,junk
4498,Stupid.its not possible,conversational
4499,Magic: The Gathering - Battlemage,junk
4500, sec 2 ( tan − 1 2 ) + cosec 2 ( cot − 1 3 ) is equal to,academic_servable
4501,Sardar Sarovar Project,academic_servable
4502,The Embibe Big Book for General Science for NDA & NA EE,general
4503,Pythagoras Theorem And Similar Shapes Test - 1,general
4504,Mht-Cet Medical 2020,general
4505,Relation between In-radius,academic_servable
4506,what is piss pig,junk
4507,Graph photo,junk
4508,Thrasher Presents: Skate and Destroy,junk
4509,Operating Systems and its Types,academic_servable
4510," The given numbers are 36 and 78. Here we have to subtract 36 from 78. Write the numbers in column format and then subtract the numbers. TensOnes78 - 36 According to the place values, first subtract ones from ones and then tens from tens. Subtracting the ones: 8 - 6=2 Subtracting the tens: 7 - 3=4 Thus, TensOnes78 - 3642 Hence, the required answer is 42. ",academic_non_servable
4511,I'm interested in finding out more about niper jee,general
4512,Shin Megami Tensei Nine,junk
4513,This one🤦🏻‍♀️ ,conversational
4514," The given data will be presented on the histogram as below to find the mode - Therefore, the mode of the given data is 43.81. ",academic_non_servable
4515,Lord of Magna: Maiden Heaven,junk
4516,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,junk
4517,Calculate the magnetic field due to a bar magnet of length 10 c m and magnetic moment 10 A m 2 at a distance of 10 c m on equatorial line a) 32 × 10 − 5 T b) 32 5 × 10 − 5 T c) 16 × 10 − 5 T d) 16 5 × 10 − 5 T ,academic_servable
4518," Legs are used for running in our school playground. Legs are part of our body. We use legs for running, walking and standing. ",academic_non_servable
4519,Check Out My New Video,junk
4520, Microbes and Human Welfare,general
4521,Yyyy,junk
4522,The Sims 2: Glamour Life Stuff,junk
4523,Simplify Sin(113.83) = ___,academic_servable
4524,Food Keeps Us Fit And Healthy Test - 2,general
4525,Legal Reasoning,general
4526,BHOPAL,general
4527,monster 4x4: masters of metal,junk
4528,tnset,general
4529,Little King's Story,junk
4530," Given sum is, 43 + 78 Here, we need to observe the ones digit of the given numbers. If ones digit is less than 5, replace ones digit by 0 and keep the other digits as they are. If ones digit is 5 or more, increase tens digit by 1 and replace ones digit by 0. 43 estimated to the nearest ten =40 78 estimated to the nearest ten =80 ∴ The required estimation =(40 + 80)=120 ",academic_non_servable
4531,solve 183.33 / 73/10 = ___,academic_servable
4532,The positive terminal of the voltaic cell is ,academic_servable
4533,What is kingdom,academic_servable
4534,Class 8 Sikkim Board,general
4535,Feeding and digestion in Amoeba,academic_servable
4536," Given that, x - 52x3 - 5x2 + 3x + 1 By distributive property we get, x2x3 - 5x2 + 3x + 1 - 52x3 - 5x2 + 3x + 1 =2x4 - 5x3 + 3x2 + x - 10x3 + 25x2 - 15x - 5 =2x4 - 15x3 + 28x2 + 14x - 5 Hence, the answer is 2x4 - 15x3 + 28x2 + 14x - 5 k=14 ",academic_non_servable
4537,(2) (a) MATHEMATICS,junk
4538,Deca Sports 3,junk
4539,Nope I'Ll Come Online Now..,conversational
4540,"A parallel plate capacitor has plates of area A separated by distance ' d ' between them. It is filled with a dielectric which has a dielectric constant that varies as k ( x ) = K ( 1 + α x ) where ' x ' is the distance measured from one of the plates. If A ( α d ) < 1 , the total capacitance of the system is best given by the expression (a) A ε 0 K d ( 1 + ( α d 2 ) 2 ) (b) A K ε 0 d ( 1 + α d 2 ) (c) A ε 0 K d ( 1 + α 2 d 2 2 ) (d) A K ε 0 d ( 1 + α d ) ",academic_servable
4541,India's Space Programme,academic_servable
4542,To compair the specific resistance of two different conductors at the same temperature by using metre bridge,academic_servable
4543,Write the balanced chemical equation for the following: Carbon monoxide (g) + Hydrogen (g) → Methyl alcohol (l) ,academic_servable
4544,nielit,general
4545,Let's Handle Geometric Shapes Test - 1,general
4546,All In One ICSE Mathematics Class 10,general
4547,"Find infirmum and supremum of { 1 / 2 , 3 / 4 , 1 / 5 , 15 / 16 } ",academic_servable
4548,Can you help me with gategpat,general
4549,Direct Proportionality In Chain Rule,academic_servable
4550,Test of Computer Knowledge,general
4551,General knowledge,general
4552,Inter School Matches,academic_servable
4553,I AM AT A PARTY WITH ALEX NICHOLS,junk
4554,Government of India Schemes for the Benefit of Farmers,academic_servable
4555,"12 If f ( x + y ) = f ( x ) + f ( y ) + | x | y + x y 2 , ∀ x , y ∈ R and f ′ ( 0 ) = 0 , then (A) f need not be differentiable at every non zero x (B) f is differentiable for all x ∈ R (C) f is twice differentiable at x = 0 (D) none",academic_servable
4556,Natural Disasters Test - 1,general
4557,germinal variation,academic_servable
4558,Chlorenchyma,academic_servable
4559,Can you help me decipher __,junk
4560,Solution of Simple Real Life Problems,academic_servable
4561,New Species of India,academic_servable
4562,"22. The equation of the plani with intercepts 3,2 and 5 on the x , y ; z - axes respectively is (A) 3 x + 2 y + 5 z = 30 (B) 10 x + 15 y + 6 z = 30 (C) 10 x + 15 y + 6 z = 1 (D) 3 x + 2 y + 5 z = 1 \[ \mathrm{H} - 4754 \text { [FT] } \] 8",academic_servable
4563,Can I speak to ur agent?,conversational
4564,"Sorry battery died, yeah I'm here",conversational
4565,What is diatomic??,academic_servable
4566,find divide: 631.69 ÷ 865.86 = ___,academic_servable
4567,India's Foreign Policy,academic_servable
4568,"52, 52, 104, 156, 208, ?, 312",academic_servable
4569,Air is made up of oxygen only. a. True b. False,academic_servable
4570,Precident of india,academic_servable
4571,agriculture,general
4572,Battle Arena Toshinden URA,junk
4573,Hows That Watch Resizing,junk
4574,"PHUCK,",junk
4575," Vacuum is a completely empty space that has nothing in it, not even air. Sound vibrations cannot travel in vacuum as they require a medium to travel. ",academic_non_servable
4576,10. एक गेंद बिना फिसले लुढ़क रही है। इसके द्रव्यमान केन्द्र से होकर गुजरने वाली अक्ष के परितः गेंद की घूर्णन त्रिज्या K है। यदि गेंद की त्रिज्या R हो तो कुल ऊर्जा का कौनसा भाग घूर्णन ऊर्जा है - (1) K 2 R 2 (2) K 2 K 2 + R 2 (3) R 2 K 2 + R 2 (4) K 2 + R 2 R 2 ,academic_servable
4577,Dout is finish,conversational
4578,I'm trying to wrap my head around Laying Out the Fundamental Nature of Society,academic_servable
4579,Q 1. fill in the blanks. 1. A sample of Pure water. Whatever the source always contain,academic_servable
4580,Yah question to humne banaa liya,conversational
4581,championship manager 3,junk
4582,Sum of 2√5 and 3√7,academic_servable
4583,Tomb Raider: The Prophecy,junk
4584,Measurements Test - 2 (science),general
4585,Plastics: Here to Stay,academic_servable
4586," To convert the given decimal to fraction in simplest form: First write the given decimal without the decimal point as the numerator of the fraction and write 1 in the denominator. As the given decimal contains two decimal places then 1 in the denominator should be followed by two zeros. Therefore, 0.48=48100 Now, find the Highest common factor of numerator and denominator. 48=2×2×3×2×2 100=2×5×5×2 HCF of 48 and 100=4 Divide the numerator and denominator by the highest common factor. 0.48=48÷4100÷4=1225 Hence, 0.48=1225 ",academic_non_servable
